Turn_8_bios13d01,884CS3,65.3667,816.5778,751.9000,AGREEMENT
Turn_28_bios13a06,819CN3,95.9000,178.6000,88.1500,NEGATIVE_EXAMPLE
Turn_41_bios13g08,1005CS9,154.1250,161.8750,31.1250,AGREEMENT
Turn_28_bios13d02,891CS3,104.3103,487.3793,385.7586,NEGATIVE_EXAMPLE
Turn_26_bios13g01,997CS9,94.2376,271.0297,177.4257,NEGATIVE_EXAMPLE
Turn_31_bios13a05,805CN3,83.2222,312.8889,234.8889,NEGATIVE_EXAMPLE
Turn_34_bios13b02,835CN6,168.3303,1272.8991,1105.7156,NEGATIVE_EXAMPLE
Turn_73_bios13a03,807CN3,102.1111,258.7778,161.8519,NEGATIVE_EXAMPLE
Turn_45_bios13c05,879CS1,186.2813,945.4844,761.1406,AGREEMENT
Turn_35_bios13c05,879CS1,134.5625,468.1875,335.5625,AGREEMENT
Turn_38_bios13e02,941CS6,91.7176,278.4118,188.1647,AGREEMENT
Turn_13_bios13e04,005CS6,111.3821,1021.3577,910.7317,NEGATIVE_EXAMPLE
Turn_12_bios13d04,887CS3,1972.0000,40516.3000,38555.3000,AGREEMENT
Turn_10_bios13d04,892CS3,205.1786,5712.8571,5516.5714,AGREEMENT
Turn_40_bios13c05,angel?,76.4000,257.4000,187.2000,AGREEMENT
Turn_8_bios13g09,1000CS9,87.8095,232.5238,148.4286,NEGATIVE_EXAMPLE
Turn_39_bios13g08,982CS9,82.1250,505.0000,430.7500,AGREEMENT
Turn_19_bios13g03,977CS9,100.9643,396.1429,299.6429,NEGATIVE_EXAMPLE
Turn_51_bios13a03,807CN3,120.5238,233.2857,117.9524,AGREEMENT
Turn_37_bios13f02,949CS8,54.5000,203.0000,179.5000,NEGATIVE_EXAMPLE
Turn_20_bios13g05,989CS9,84.2833,447.4500,365.5167,AGREEMENT
Turn_33_bios13a03,811CN3,128.7374,346.1919,217.9293,AGREEMENT
Turn_38_bios13b02,831CN6,119.8235,295.5882,179.8824,AGREEMENT
Turn_29_bios13c05,862CS1,134.5000,259.3750,138.5000,NEGATIVE_EXAMPLE
Turn_26_bios13c05,862CS1,135.6522,624.0000,493.7826,AGREEMENT
Turn_13_bios13g02,984CS9,109.2143,142.6429,41.2143,NEGATIVE_EXAMPLE
Turn_45_bios13e02,941CS6,88.7727,409.6818,322.3295,AGREEMENT
Turn_39_bios13a01,809CN3,107.9533,567.5794,460.4953,NEGATIVE_EXAMPLE
Turn_2_bios13a01,818CN3,119.0000,298.3750,193.0000,NEGATIVE_EXAMPLE
Turn_76_bios13g05,995CS9,99.9000,305.8000,215.2000,AGREEMENT
Turn_19_bios13a05,812CN3,117.7910,299.8955,183.5075,AGREEMENT
Turn_16_bios13d03,886CS3,126.6250,234.0000,117.1250,AGREEMENT
Turn_54_bios13a02,804CN3,90.9617,222.0656,131.4481,NEGATIVE_EXAMPLE
Turn_20_bios13a06,815CN3,413.2857,402.9286,-6.6429,NEGATIVE_EXAMPLE
Turn_54_bios13c05,870CS1,207.0294,1045.2941,842.3824,AGREEMENT
Turn_19_bios13e04,938CS6,102.0484,634.5161,534.2419,NEGATIVE_EXAMPLE
Turn_29_bios13d02,905CS3,113.7917,421.8333,313.2500,AGREEMENT
Turn_1_bios13f01,962CS8,208.2941,1450.8235,1248.9412,NEGATIVE_EXAMPLE
Turn_43_bios13e02,941CS6,91.3676,285.3824,195.8529,AGREEMENT
Turn_20_bios13a04,802CN3,147.7143,2318.8214,2173.3571,AGREEMENT
Turn_15_bios13d09,897CS3,121.8125,317.8750,203.8750,AGREEMENT
Turn_28_bios13a01,818CN3,121.8182,401.3636,295.1818,AGREEMENT
Turn_46_bios13a04,814CN3,93.5938,187.2188,95.5625,NEGATIVE_EXAMPLE
Turn_62_bios13g05,999CS9,96.8000,162.2000,76.4000,AGREEMENT
Turn_12_bios13d02,894CS3,127.7885,369.0000,242.7115,AGREEMENT
Turn_39_bios13c05,862CS1,133.4000,322.9000,191.0500,AGREEMENT
Turn_85_bios13g05,995CS9,118.2963,469.2963,354.4815,NEGATIVE_EXAMPLE
Turn_13_bios13d09,897CS3,115.4000,304.7333,194.5333,AGREEMENT
Turn_57_bios13c05,867CS1,104.9167,562.8542,458.9167,AGREEMENT
Turn_5_bios13e02,941CS6,81.7500,161.8750,89.8750,AGREEMENT
Turn_6_bios13d03,886CS3,82.4286,149.2857,80.1429,NEGATIVE_EXAMPLE
Turn_9_bios13a02,816CN3,105.9000,151.4000,67.3000,NEGATIVE_EXAMPLE
Turn_62_bios13a03,811CN3,155.1579,297.6842,143.7632,AGREEMENT
Turn_46_bios13e02,941CS6,96.2222,203.6667,110.0278,NEGATIVE_EXAMPLE
Turn_2_bios13d04,887CS3,156.3333,176.6667,57.0000,NEGATIVE_EXAMPLE
Turn_25_bios13d09,897CS3,95.2778,175.9444,87.5556,NEGATIVE_EXAMPLE
Turn_27_bios13f02,949CS8,122.8571,249.5714,142.4286,NEGATIVE_EXAMPLE
Turn_117_bios13a03,811CN3,125.8108,292.2703,167.7297,AGREEMENT
Turn_18_bios13a05,812CN3,111.1935,357.2903,249.6129,AGREEMENT
Turn_69_bios13g05,999CS9,87.2727,212.0227,126.8864,AGREEMENT
Turn_9_bios13d01,889CS3,159.7538,763.5231,605.0000,AGREEMENT
Turn_19_bios13d01,911CS3,87.8750,281.8750,206.0000,AGREEMENT
Turn_5_bios13d02,905CS3,88.2073,1376.5976,1289.1463,AGREEMENT
